task,domain,split,sample_id,text,aspect,label_name,label_id
absa,laptop,train,3056,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,negative,1
absa,laptop,train,678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive,0
absa,laptop,train,2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,negative,1
absa,laptop,train,2409,The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive,0
absa,laptop,train,2773,I will have to purchase Spy ware or Nortell for privacy protection.,Nortell,neutral,2
absa,laptop,train,2430,Had some trouble finding a case that it would fit in.,case,negative,1
absa,laptop,train,1962,"It was heavy,bulky, and hard to carry because of the size.",size,negative,1
absa,laptop,train,440,"I love its solid build, light wt and excellent battery life (for now).",wt,positive,0
absa,laptop,train,1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,neutral,2
absa,laptop,train,2357,I have had no problems with it unlike some hardware defects on past models.,hardware,negative,1
absa,laptop,train,1928,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,negative,1
absa,laptop,train,464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,neutral,2
absa,laptop,train,1401,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,negative,1
absa,laptop,train,2768,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,neutral,2
absa,laptop,train,2385,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative,1
absa,laptop,train,2776,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,neutral,2
absa,laptop,train,1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,negative,1
absa,laptop,train,1322,"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,negative,1
absa,laptop,train,1226,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral,2
absa,laptop,train,1236,When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,neutral,2
absa,laptop,train,1744,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software,neutral,2
absa,laptop,train,2603,"I am most impressed with the programming, including the iPhoto.",iPhoto,positive,0
absa,laptop,train,337,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",external mouse,neutral,2
absa,laptop,train,582,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,positive,0
absa,laptop,train,2867,It has easy to use features and all the speed and power I could ask for.,features,positive,0
absa,laptop,train,116,"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,positive,0
absa,laptop,train,3082,This is not a serious gaming laptop or a serious media machine;,gaming,negative,1
absa,laptop,train,1541,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral,2
absa,laptop,train,743,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,system,negative,1
absa,laptop,train,2426,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming performance,positive,0
absa,laptop,train,115,"The battery life, before the battery completely died of course, left much to be desired.",battery,negative,1
absa,laptop,train,76,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",Photobooth,positive,0
absa,laptop,train,314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,negative,1
absa,laptop,train,1691,The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative,1
absa,laptop,train,391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral,2
absa,laptop,train,1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive,0
absa,laptop,train,1551,It is easy to use and lightweight.,use,positive,0
absa,laptop,train,27,The ease of set up was terrific.,set up,positive,0
absa,laptop,train,2233,"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive,0
absa,laptop,train,698,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,positive,0
absa,laptop,train,2140,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,positive,0
absa,laptop,train,907,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative,1
absa,laptop,train,2863,The price and features more than met my needs.,price,positive,0
absa,laptop,train,1479,The service I received from Toshiba went above and beyond the call of duty.,service,positive,0
absa,laptop,train,1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,positive,0
absa,laptop,train,2107,I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,portability,conflict,3
absa,laptop,train,1531,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imail,positive,0
absa,laptop,train,1079,Second HDD cover has walls inside that need to be broken if you what to install one.,HDD cover,neutral,2
absa,laptop,train,2274,"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral,2
absa,laptop,train,1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,neutral,2
absa,laptop,train,714,I can't say enough of how satisfied I am with their product and help aftermarket.,product and help aftermarket,positive,0
absa,laptop,train,2645,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows,positive,0
absa,laptop,train,2565,I just took the broken cords into the Apple store and they gave me new ones.,cords,positive,0
absa,laptop,train,23,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",weight,positive,0
